t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
2780,charging,11.6311,10.0797,0.3024,3.0481,5.0666,0.0000,33.8207,0.3000
3056,charging,11.7873,10.0788,0.3030,3.0541,5.8992,0.0000,34.7353,0.3000
231,precharge,11.6975,10.0929,-0.1721,-1.7366,0.0000,0.0000,34.2079,-0.3000
1276,precharge,10.9662,10.0930,-0.3085,-3.1136,0.0000,0.0000,30.0643,-0.3000
2287,settle1,10.5148,10.0861,-0.0267,-0.2696,0.0000,0.0000,27.6405,0.0000
3201,charging,10.9564,10.0795,0.2981,3.0047,1.6611,0.0000,30.0109,0.3000
4230,charging,11.5921,10.0810,0.3018,3.0422,4.7738,0.0000,33.5945,0.3000
5328,charging,12.1969,10.0825,0.3007,3.0320,8.0883,0.0000,37.1912,0.3000
6290,charging,12.6825,10.0797,0.2984,3.0075,10.9941,0.0000,40.2115,0.3000
7218,charging,13.1111,10.0796,0.2969,2.9924,13.7900,0.0000,42.9752,0.3000
8137,charging,13.5095,10.0830,0.2989,3.0142,16.5626,0.0000,45.6264,0.3000
8402,charging,13.6145,10.0813,0.3002,3.0266,17.3660,0.0000,46.3386,0.3000
8934,charging,13.8342,10.0808,0.3006,3.0307,18.9702,0.0000,47.8466,0.3000
9676,charging,14.1174,10.0827,0.2996,3.0211,21.2030,0.0000,49.8252,0.3000
9950,charging,14.2195,10.0798,0.2999,3.0224,22.0295,0.0000,50.5488,0.3000
10477,charging,14.4076,10.0824,0.2968,2.9929,23.6201,0.0000,51.8949,0.3000
10757,charging,14.5051,10.0806,0.2953,2.9765,24.4615,0.0000,52.5993,0.3000
11274,charging,14.6800,10.0822,0.2988,3.0125,26.0229,0.0000,53.8753,0.3000
11613,charging,14.7497,10.0805,0.2935,2.9587,27.0283,0.0000,54.3884,0.3000
12213,charging,14.9398,10.0823,0.2965,2.9895,28.8326,0.0000,55.7991,0.3000
12778,charging,15.1100,10.0806,0.2990,3.0142,30.5377,0.0000,57.0781,0.3000
13294,charging,15.2602,10.0829,0.3015,3.0400,32.0928,0.0000,58.2185,0.3000
13521,charging,15.3248,10.0823,0.2951,2.9754,32.7780,0.0000,58.7122,0.3000
13859,charging,15.4149,10.0838,0.2967,2.9919,33.7926,0.0000,59.4045,0.3000
14537,charging,15.5944,10.0818,0.2992,3.0163,35.8331,0.0000,60.7965,0.3000
14819,charging,15.6651,10.0825,0.2997,3.0213,36.6868,0.0000,61.3485,0.3000
15126,settle2,15.6989,10.0862,0.1316,1.3275,37.1243,0.0000,61.6137,0.0000
15515,discharging,15.6568,10.0907,-0.0507,-0.5115,37.1243,0.0085,61.2838,-0.3000
15805,discharging,15.5391,10.0968,-0.2940,-2.9681,37.1243,0.5862,60.3659,-0.3000
16336,discharging,15.3441,10.0966,-0.2992,-3.0211,37.1243,2.1788,58.8606,-0.3000
16716,discharging,15.2051,10.0961,-0.2993,-3.0214,37.1243,3.3226,57.7988,-0.3000
17353,discharging,14.9685,10.0958,-0.3005,-3.0342,37.1243,5.2369,56.0137,-0.3000
17754,discharging,14.8155,10.0973,-0.2996,-3.0252,37.1243,6.4432,54.8745,-0.3000
19103,discharging,14.3200,10.0931,-0.2989,-3.0165,37.1243,10.4719,51.2653,-0.3000
19426,discharging,14.1876,10.0982,-0.2990,-3.0197,37.1243,11.4511,50.3220,-0.3000
19980,discharging,13.9506,10.0980,-0.2989,-3.0179,37.1243,13.1252,48.6546,-0.3000
21017,discharging,13.4817,10.0971,-0.2997,-3.0257,37.1243,16.2507,45.4394,-0.3000
21648,discharging,13.1872,10.0960,-0.2970,-2.9982,37.1243,18.1537,43.4759,-0.3000
21932,discharging,13.0494,10.0970,-0.2986,-3.0151,37.1243,19.0108,42.5714,-0.3000
22513,discharging,12.7614,10.0956,-0.2983,-3.0112,37.1243,20.7627,40.7134,-0.3000
23006,discharging,12.5082,10.0964,-0.2965,-2.9938,37.1243,22.2487,39.1135,-0.3000
23255,discharging,12.3839,10.0961,-0.2983,-3.0115,37.1243,22.9974,38.3404,-0.3000
23668,discharging,12.1534,10.0939,-0.3011,-3.0393,37.1243,24.2511,36.9266,-0.3000
24008,discharging,11.9663,10.0944,-0.3015,-3.0435,37.1243,25.2810,35.7978,-0.3000
24801,discharging,11.5110,10.0964,-0.3017,-3.0463,37.1243,27.6900,33.1256,-0.3000
26049,discharging,10.7262,10.0948,-0.2997,-3.0254,37.1243,31.5739,28.7630,-0.3000
27129,done,10.5192,10.0851,-0.0067,-0.0676,37.1243,32.8614,27.6632,0.0000
