t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
996,precharge,11.2837,9.5921,-0.2017,-1.9350,0.0000,0.0000,31.8307,-0.2000
485,precharge,10.9546,9.5913,-0.2024,-1.9415,0.0000,0.0000,30.0006,-0.2000
731,precharge,10.8541,9.5908,-0.2028,-1.9454,0.0000,0.0000,29.4529,-0.2000
1008,precharge,10.7257,9.5911,-0.2035,-1.9518,0.0000,0.0000,28.7600,-0.2000
1494,precharge,10.5252,9.5920,-0.1926,-1.8478,0.0000,0.0000,27.6948,-0.2000
1790,settle1,10.5093,9.5874,-0.0354,-0.3390,0.0000,0.0000,27.6114,0.0000
2022,settle1,10.5139,9.5877,-0.0089,-0.0852,0.0000,0.0000,27.6357,0.0000
2505,charging,10.6324,9.5847,0.1994,1.9116,0.3820,0.0000,28.2619,0.2000
2989,charging,10.8466,9.5834,0.2009,1.9251,1.3146,0.0000,29.4121,0.2000
3391,charging,11.0126,9.5832,0.1989,1.9061,2.0836,0.0000,30.3191,0.2000
3669,charging,11.1288,9.5839,0.2010,1.9260,2.6264,0.0000,30.9624,0.2000
3996,charging,11.2555,9.5832,0.2015,1.9307,3.2500,0.0000,31.6715,0.2000
4328,charging,11.3867,9.5838,0.2007,1.9234,3.8951,0.0000,32.4143,0.2000
4607,charging,11.4937,9.5844,0.2006,1.9228,4.4335,0.0000,33.0263,0.2000
4883,charging,11.5951,9.5828,0.2020,1.9356,4.9638,0.0000,33.6118,0.2000
5166,charging,11.6992,9.5840,0.2006,1.9226,5.5088,0.0000,34.2178,0.2000
5460,charging,11.8032,9.5840,0.2004,1.9202,6.0744,0.0000,34.8289,0.2000
5772,charging,11.9092,9.5839,0.1997,1.9142,6.6732,0.0000,35.4570,0.2000
6056,charging,12.0140,9.5848,0.2015,1.9315,7.2201,0.0000,36.0839,0.2000
6602,charging,12.1990,9.5845,0.2019,1.9354,8.2718,0.0000,37.2041,0.2000
6922,charging,12.3037,9.5846,0.2016,1.9321,8.8864,0.0000,37.8451,0.2000
7215,charging,12.3973,9.5847,0.2014,1.9308,9.4509,0.0000,38.4232,0.2000
7653,charging,12.5341,9.5853,0.2022,1.9383,10.2926,0.0000,39.2756,0.2000
8409,charging,12.7639,9.5834,0.2014,1.9304,11.7477,0.0000,40.7296,0.2000
8931,charging,12.9182,9.5861,0.1997,1.9142,12.7491,0.0000,41.7202,0.2000
9324,charging,13.0275,9.5844,0.1988,1.9051,13.5038,0.0000,42.4287,0.2000
9605,charging,13.1097,9.5857,0.1982,1.9000,14.0442,0.0000,42.9660,0.2000
10187,charging,13.2728,9.5847,0.1987,1.9045,15.1620,0.0000,44.0416,0.2000
10526,charging,13.3618,9.5844,0.1976,1.8936,15.8116,0.0000,44.6342,0.2000
10840,charging,13.4445,9.5841,0.1981,1.8991,16.4145,0.0000,45.1887,0.2000
11237,charging,13.5488,9.5840,0.1976,1.8941,17.1754,0.0000,45.8927,0.2000
11570,charging,13.6338,9.5848,0.1998,1.9151,17.8131,0.0000,46.4704,0.2000
11847,charging,13.7031,9.5854,0.2015,1.9315,18.3440,0.0000,46.9437,0.2000
