t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
993,precharge,10.5550,10.0877,-0.0998,-1.0067,0.0000,0.0000,27.8520,-0.1000
474,settle1,10.5161,10.0879,-0.0132,-0.1331,0.0000,0.0000,27.6473,0.0000
723,charging,10.5271,10.0855,0.0596,0.6006,0.0390,0.0000,27.7051,0.1000
1015,charging,10.5931,10.0848,0.0977,0.9850,0.2919,0.0000,28.0533,0.1000
1352,charging,10.6742,10.0849,0.0985,0.9938,0.6290,0.0000,28.4846,0.1000
1768,charging,10.7650,10.0846,0.0991,0.9997,1.0453,0.0000,28.9713,0.1000
2042,charging,10.8327,10.0854,0.1000,1.0089,1.3238,0.0000,29.3367,0.1000
2487,charging,10.9250,10.0860,0.0987,0.9950,1.7658,0.0000,29.8387,0.1000
2742,charging,10.9844,10.0840,0.1007,1.0150,2.0250,0.0000,30.1644,0.1000
3073,charging,11.0556,10.0840,0.1000,1.0079,2.3576,0.0000,30.5564,0.1000
3360,charging,11.1168,10.0858,0.1001,1.0099,2.6459,0.0000,30.8960,0.1000
4046,charging,11.2576,10.0868,0.1008,1.0171,3.3356,0.0000,31.6832,0.1000
4320,charging,11.3105,10.0857,0.0994,1.0023,3.6099,0.0000,31.9817,0.1000
4852,charging,11.4155,10.0852,0.0985,0.9929,4.1441,0.0000,32.5786,0.1000
5244,charging,11.4941,10.0844,0.1002,1.0104,4.5375,0.0000,33.0287,0.1000
5524,charging,11.5491,10.0851,0.1021,1.0296,4.8200,0.0000,33.3452,0.1000
5845,charging,11.6074,10.0873,0.0989,0.9971,5.1396,0.0000,33.6831,0.1000
6128,charging,11.6603,10.0861,0.1001,1.0094,5.4259,0.0000,33.9908,0.1000
6457,charging,11.7244,10.0868,0.0998,1.0067,5.7563,0.0000,34.3656,0.1000
6728,charging,11.7728,10.0863,0.0995,1.0034,6.0290,0.0000,34.6498,0.1000
7054,charging,11.8336,10.0858,0.0992,1.0000,6.3563,0.0000,35.0084,0.1000
7394,charging,11.8928,10.0854,0.0982,0.9904,6.6985,0.0000,35.3597,0.1000
7699,charging,11.9505,10.0862,0.0988,0.9965,7.0050,0.0000,35.7033,0.1000
7988,charging,12.0024,10.0859,0.1004,1.0125,7.2961,0.0000,36.0143,0.1000
8270,charging,12.0525,10.0864,0.0998,1.0070,7.5798,0.0000,36.3154,0.1000
8606,charging,12.1109,10.0855,0.0997,1.0055,7.9186,0.0000,36.6686,0.1000
