t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
177,precharge,10.7681,9.5905,-0.1740,-1.6688,0.0000,0.0000,28.9878,-0.2000
245,settle1,10.5218,9.5871,-0.0192,-0.1845,0.0000,0.0000,27.6771,0.0000
755,charging,10.5852,9.5836,0.1526,1.4623,0.0825,0.0000,28.0114,0.2000
1087,charging,10.7385,9.5838,0.2015,1.9315,0.6899,0.0000,28.8289,0.2000
1480,charging,10.9037,9.5820,0.2011,1.9270,1.4480,0.0000,29.7228,0.2000
2729,charging,11.4036,9.5831,0.2023,1.9391,3.8496,0.0000,32.5105,0.2000
3830,charging,11.8026,9.5851,0.2016,1.9324,5.9740,0.0000,34.8255,0.2000
4626,charging,12.0827,9.5825,0.1981,1.8988,7.5060,0.0000,36.4978,0.2000
5671,charging,12.4274,9.5831,0.2004,1.9200,9.5153,0.0000,38.6102,0.2000
6703,charging,12.7455,9.5832,0.2008,1.9241,11.5018,0.0000,40.6119,0.2000
7684,charging,13.0315,9.5844,0.2016,1.9326,13.3785,0.0000,42.4548,0.2000
8616,charging,13.2946,9.5843,0.1999,1.9155,15.1738,0.0000,44.1868,0.2000
10024,charging,13.6665,9.5858,0.1994,1.9110,17.8740,0.0000,46.6932,0.2000
10586,charging,13.8080,9.5851,0.2025,1.9407,18.9506,0.0000,47.6649,0.2000
11827,charging,14.1048,9.5847,0.1999,1.9160,21.3295,0.0000,49.7363,0.2000
14713,charging,14.7272,9.5835,0.1949,1.8682,26.8556,0.0000,54.2223,0.2000
15406,charging,14.8396,9.5845,0.1986,1.9036,28.1701,0.0000,55.0536,0.2000
16144,charging,14.9823,9.5874,0.1991,1.9087,29.5831,0.0000,56.1172,0.2000
16661,charging,15.0807,9.5859,0.1985,1.9030,30.5689,0.0000,56.8571,0.2000
17049,charging,15.1503,9.5862,0.1985,1.9027,31.3129,0.0000,57.3829,0.2000
17700,charging,15.2705,9.5863,0.1987,1.9048,32.5608,0.0000,58.2973,0.2000
18165,charging,15.3499,9.5851,0.1995,1.9120,33.4505,0.0000,58.9047,0.2000
18447,charging,15.3993,9.5880,0.2006,1.9235,33.9882,0.0000,59.2846,0.2000
18752,charging,15.4487,9.5851,0.1985,1.9028,34.5751,0.0000,59.6658,0.2000
19031,charging,15.4962,9.5881,0.1984,1.9022,35.1071,0.0000,60.0327,0.2000
19272,charging,15.5342,9.5872,0.1988,1.9056,35.5678,0.0000,60.3277,0.2000
19587,charging,15.5840,9.5840,0.2016,1.9319,36.1708,0.0000,60.7156,0.2000
19925,charging,15.6346,9.5869,0.1985,1.9028,36.8187,0.0000,61.1099,0.2000
20207,charging,15.6807,9.5867,0.1968,1.8868,37.3569,0.0000,61.4709,0.2000
20440,settle2,15.7078,9.5864,0.1631,1.5637,37.6248,0.0000,61.6837,0.0000
20844,settle2,15.6841,9.5893,0.0009,0.0091,37.6248,0.0000,61.4976,0.0000
21079,discharging,15.6330,9.5918,-0.1478,-1.4178,37.6248,0.1740,61.0976,-0.2000
21460,discharging,15.5370,9.5940,-0.2011,-1.9292,37.6248,0.8405,60.3493,-0.2000
22291,discharging,15.3456,9.5914,-0.2030,-1.9470,37.6248,2.4252,58.8715,-0.2000
23077,discharging,15.1603,9.5927,-0.2003,-1.9214,37.6248,3.9272,57.4584,-0.2000
23576,discharging,15.0423,9.5939,-0.1995,-1.9142,37.6248,4.8832,56.5675,-0.2000
24104,discharging,14.9149,9.5924,-0.1976,-1.8952,37.6248,5.8923,55.6136,-0.2000
24430,discharging,14.8359,9.5920,-0.1984,-1.9031,37.6248,6.5152,55.0257,-0.2000
25133,discharging,14.7065,9.5934,-0.1992,-1.9110,37.6248,7.8429,54.0705,-0.2000
25680,discharging,14.5677,9.5901,-0.2010,-1.9279,37.6248,8.8922,53.0547,-0.2000
26034,discharging,14.4810,9.5923,-0.2013,-1.9305,37.6248,9.5683,52.4251,-0.2000
26374,discharging,14.3890,9.5899,-0.2029,-1.9459,37.6248,10.2216,51.7609,-0.2000
26688,discharging,14.3111,9.5895,-0.2005,-1.9227,37.6248,10.8173,51.2021,-0.2000
26980,discharging,14.2355,9.5918,-0.1993,-1.9120,37.6248,11.3778,50.6626,-0.2000
27317,discharging,14.1427,9.5926,-0.1991,-1.9100,37.6248,12.0264,50.0038,-0.2000
27588,discharging,14.0721,9.5941,-0.2005,-1.9234,37.6248,12.5439,49.5060,-0.2000
27883,discharging,13.9905,9.5939,-0.2024,-1.9420,37.6248,13.1094,48.9339,-0.2000
28218,discharging,13.8984,9.5917,-0.1972,-1.8914,37.6248,13.7515,48.2916,-0.2000
28545,discharging,13.8114,9.5902,-0.1991,-1.9092,37.6248,14.3780,47.6888,-0.2000
28928,discharging,13.6992,9.5901,-0.2014,-1.9313,37.6248,15.1123,46.9173,-0.2000
29222,discharging,13.6144,9.5915,-0.2010,-1.9275,37.6248,15.6751,46.3383,-0.2000
30069,discharging,13.3725,9.5913,-0.2015,-1.9331,37.6248,17.2973,44.7057,-0.2000
30790,discharging,13.1592,9.5918,-0.2008,-1.9257,37.6248,18.6820,43.2913,-0.2000
31414,discharging,12.9662,9.5914,-0.2033,-1.9498,37.6248,19.8789,42.0306,-0.2000
32610,discharging,12.5904,9.5929,-0.1967,-1.8867,37.6248,22.1749,39.6295,-0.2000
32839,discharging,12.5143,9.5907,-0.2014,-1.9314,37.6248,22.6136,39.1518,-0.2000
33208,discharging,12.3914,9.5910,-0.2007,-1.9248,37.6248,23.3229,38.3868,-0.2000
33438,discharging,12.3155,9.5929,-0.2027,-1.9442,37.6248,23.7631,37.9178,-0.2000
33862,discharging,12.1724,9.5904,-0.1993,-1.9111,37.6248,24.5775,37.0418,-0.2000
34253,discharging,12.0384,9.5916,-0.2013,-1.9308,37.6248,25.3329,36.2310,-0.2000
34625,discharging,11.9115,9.5927,-0.2001,-1.9190,37.6248,26.0466,35.4711,-0.2000
34926,discharging,11.8027,9.5922,-0.2046,-1.9627,37.6248,26.6251,34.8261,-0.2000
35269,discharging,11.6779,9.5913,-0.2026,-1.9428,37.6248,27.2891,34.0932,-0.2000
35548,discharging,11.5861,9.5924,-0.1995,-1.9136,37.6248,27.8253,33.5597,-0.2000
35884,discharging,11.4555,9.5917,-0.2014,-1.9320,37.6248,28.4745,32.8070,-0.2000
36175,discharging,11.3509,9.5910,-0.2027,-1.9444,37.6248,29.0357,32.2110,-0.2000
36696,discharging,11.1548,9.5915,-0.2026,-1.9433,37.6248,30.0441,31.1075,-0.2000
37089,discharging,10.9960,9.5912,-0.2051,-1.9675,37.6248,30.8106,30.2281,-0.2000
37373,discharging,10.8870,9.5912,-0.2034,-1.9512,37.6248,31.3615,29.6318,-0.2000
