t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
3471,charging,11.3312,9.0819,0.2044,1.8563,3.7363,0.0000,32.0992,0.2000
465,precharge,11.2811,9.0916,-0.1975,-1.7952,0.0000,0.0000,31.8157,-0.2000
737,precharge,11.1657,9.0921,-0.2019,-1.8359,0.0000,0.0000,31.1682,-0.2000
975,precharge,11.0698,9.0910,-0.2028,-1.8434,0.0000,0.0000,30.6352,-0.2000
1514,precharge,10.8422,9.0925,-0.2019,-1.8362,0.0000,0.0000,29.3882,-0.2000
1895,precharge,10.6814,9.0897,-0.2071,-1.8823,0.0000,0.0000,28.5233,-0.2000
2206,precharge,10.5539,9.0923,-0.2053,-1.8663,0.0000,0.0000,27.8463,-0.2000
2477,settle1,10.4974,9.0902,-0.1485,-1.3496,0.0000,0.0000,27.5487,0.0000
2806,settle1,10.5046,9.0876,-0.0168,-0.1531,0.0000,0.0000,27.5867,0.0000
3291,charging,10.5772,9.0828,0.1903,1.7289,0.1933,0.0000,27.9694,0.2000
3627,charging,10.7228,9.0823,0.1997,1.8137,0.8215,0.0000,28.7444,0.2000
4020,charging,10.8835,9.0805,0.2023,1.8372,1.5464,0.0000,29.6127,0.2000
4595,charging,11.1110,9.0821,0.2026,1.8400,2.6059,0.0000,30.8633,0.2000
4828,charging,11.1989,9.0827,0.2044,1.8565,3.0346,0.0000,31.3536,0.2000
5136,charging,11.3145,9.0828,0.2029,1.8433,3.6029,0.0000,32.0044,0.2000
5474,charging,11.4304,9.0802,0.1990,1.8068,4.2235,0.0000,32.6636,0.2000
5806,charging,11.5513,9.0837,0.2004,1.8200,4.8286,0.0000,33.3579,0.2000
6059,charging,11.6358,9.0827,0.1997,1.8135,5.2933,0.0000,33.8478,0.2000
6402,charging,11.7567,9.0831,0.2001,1.8178,5.9251,0.0000,34.5550,0.2000
6691,charging,11.8523,9.0822,0.2011,1.8262,6.4538,0.0000,35.1192,0.2000
6975,charging,11.9452,9.0826,0.2042,1.8542,6.9695,0.0000,35.6722,0.2000
7332,charging,12.0604,9.0808,0.2010,1.8252,7.6278,0.0000,36.3630,0.2000
7610,charging,12.1530,9.0844,0.2013,1.8290,8.1414,0.0000,36.9240,0.2000
7956,charging,12.2578,9.0840,0.2010,1.8255,8.7726,0.0000,37.5636,0.2000
8691,charging,12.4783,9.0823,0.2003,1.8193,10.1194,0.0000,38.9269,0.2000
9425,charging,12.6978,9.0846,0.2013,1.8285,11.4599,0.0000,40.3087,0.2000
9759,charging,12.7945,9.0827,0.2019,1.8339,12.0745,0.0000,40.9251,0.2000
10065,charging,12.8772,9.0837,0.2030,1.8442,12.6299,0.0000,41.4553,0.2000
10405,charging,12.9729,9.0841,0.1999,1.8163,13.2537,0.0000,42.0740,0.2000
10687,charging,13.0514,9.0833,0.2039,1.8524,13.7700,0.0000,42.5845,0.2000
11212,charging,13.1908,9.0830,0.2022,1.8366,14.7276,0.0000,43.4996,0.2000
11492,charging,13.2637,9.0821,0.2002,1.8185,15.2394,0.0000,43.9813,0.2000
11830,charging,13.3498,9.0830,0.2012,1.8271,15.8568,0.0000,44.5540,0.2000
12096,charging,13.4154,9.0837,0.2003,1.8192,16.3418,0.0000,44.9934,0.2000
12487,charging,13.5114,9.0826,0.2008,1.8237,17.0548,0.0000,45.6395,0.2000
12763,charging,13.5831,9.0838,0.2020,1.8348,17.5583,0.0000,46.1250,0.2000
13553,charging,13.7692,9.0831,0.2001,1.8179,18.9969,0.0000,47.3977,0.2000
13849,charging,13.8379,9.0845,0.2013,1.8287,19.5391,0.0000,47.8718,0.2000
14119,charging,13.9017,9.0843,0.1972,1.7913,20.0311,0.0000,48.3145,0.2000
14498,charging,13.9880,9.0838,0.1999,1.8158,20.7199,0.0000,48.9163,0.2000
14788,charging,14.0542,9.0856,0.1993,1.8107,21.2495,0.0000,49.3804,0.2000
15102,charging,14.1233,9.0826,0.2019,1.8341,21.8170,0.0000,49.8667,0.2000
15389,charging,14.1865,9.0809,0.2003,1.8191,22.3426,0.0000,50.3139,0.2000
15719,charging,14.2611,9.0828,0.2014,1.8294,22.9438,0.0000,50.8446,0.2000
16341,charging,14.3936,9.0854,0.1985,1.8033,24.0771,0.0000,51.7938,0.2000
16634,charging,14.4556,9.0856,0.2014,1.8302,24.6106,0.0000,52.2409,0.2000
16913,charging,14.5123,9.0841,0.2004,1.8203,25.1174,0.0000,52.6514,0.2000
17387,charging,14.6091,9.0868,0.2011,1.8273,25.9825,0.0000,53.3564,0.2000
17774,charging,14.6808,9.0836,0.2011,1.8270,26.6855,0.0000,53.8818,0.2000
18403,charging,14.7655,9.0823,0.1975,1.7937,27.8146,0.0000,54.5052,0.2000
18695,charging,14.8219,9.0850,0.2038,1.8516,28.3448,0.0000,54.9219,0.2000
19438,charging,14.9561,9.0822,0.1999,1.8152,29.6971,0.0000,55.9215,0.2000
19712,charging,15.0087,9.0852,0.1991,1.8086,30.1957,0.0000,56.3152,0.2000
20017,charging,15.0583,9.0857,0.1993,1.8108,30.7447,0.0000,56.6879,0.2000
20712,charging,15.1796,9.0839,0.1995,1.8122,32.0118,0.0000,57.6051,0.2000
21458,charging,15.3049,9.0837,0.2002,1.8182,33.3680,0.0000,58.5600,0.2000
21839,charging,15.3673,9.0824,0.2001,1.8177,34.0585,0.0000,59.0386,0.2000
22159,charging,15.4174,9.0830,0.2017,1.8317,34.6389,0.0000,59.4238,0.2000
22491,charging,15.4686,9.0853,0.1992,1.8096,35.2424,0.0000,59.8195,0.2000
22882,charging,15.5280,9.0832,0.1984,1.8017,35.9548,0.0000,60.2799,0.2000
23206,charging,15.5765,9.0841,0.1973,1.7924,36.5411,0.0000,60.6571,0.2000
23494,charging,15.6201,9.0848,0.2021,1.8357,37.0662,0.0000,60.9972,0.2000
23778,charging,15.6622,9.0853,0.2006,1.8225,37.5799,0.0000,61.3262,0.2000
24077,settle2,15.7039,9.0860,0.1970,1.7903,38.0691,0.0000,61.6529,0.0000
24418,settle2,15.6940,9.0889,0.0055,0.0496,38.0691,0.0000,61.5751,0.0000
24705,discharging,15.6532,9.0930,-0.1315,-1.1961,38.0691,0.0939,61.2558,-0.2000
25074,discharging,15.5706,9.0952,-0.1987,-1.8076,38.0691,0.6692,60.6111,-0.2000
25466,discharging,15.4782,9.0937,-0.2000,-1.8191,38.0691,1.3793,59.8940,-0.2000
25746,discharging,15.4177,9.0955,-0.1984,-1.8046,38.0691,1.8883,59.4265,-0.2000
25998,discharging,15.3636,9.0944,-0.2005,-1.8233,38.0691,2.3442,59.0097,-0.2000
26355,discharging,15.2818,9.0952,-0.2016,-1.8337,38.0691,2.9941,58.3837,-0.2000
26752,discharging,15.1894,9.0915,-0.1990,-1.8093,38.0691,3.7164,57.6792,-0.2000
27377,discharging,15.0489,9.0958,-0.2006,-1.8250,38.0691,4.8505,56.6173,-0.2000
27704,discharging,14.9711,9.0950,-0.2039,-1.8543,38.0691,5.4451,56.0338,-0.2000
28614,discharging,14.7659,9.0954,-0.2002,-1.8205,38.0691,7.0982,54.5076,-0.2000
28906,discharging,14.7285,9.0948,-0.1929,-1.7540,38.0691,7.6230,54.2322,-0.2000
29224,discharging,14.6690,9.0942,-0.1990,-1.8093,38.0691,8.1884,53.7952,-0.2000
29726,discharging,14.5415,9.0940,-0.2008,-1.8257,38.0691,9.1075,52.8638,-0.2000
30053,discharging,14.4714,9.0955,-0.1996,-1.8154,38.0691,9.7001,52.3557,-0.2000
30337,discharging,14.3932,9.0929,-0.2009,-1.8266,38.0691,10.2185,51.7913,-0.2000
30781,discharging,14.2848,9.0944,-0.2012,-1.8299,38.0691,11.0256,51.0139,-0.2000
31107,discharging,14.2033,9.0940,-0.2024,-1.8407,38.0691,11.6187,50.4332,-0.2000
31491,discharging,14.1027,9.0934,-0.2027,-1.8435,38.0691,12.3184,49.7213,-0.2000
31780,discharging,14.0301,9.0932,-0.2016,-1.8334,38.0691,12.8462,49.2108,-0.2000
32097,discharging,13.9527,9.0943,-0.1969,-1.7903,38.0691,13.4213,48.6695,-0.2000
32394,discharging,13.8711,9.0956,-0.1995,-1.8146,38.0691,13.9633,48.1018,-0.2000
32681,discharging,13.7968,9.0946,-0.1987,-1.8067,38.0691,14.4853,47.5881,-0.2000
33265,discharging,13.6363,9.0945,-0.2033,-1.8493,38.0691,15.5509,46.4873,-0.2000
33573,discharging,13.5566,9.0947,-0.1980,-1.8005,38.0691,16.1142,45.9452,-0.2000
33912,discharging,13.4622,9.0945,-0.2005,-1.8233,38.0691,16.7323,45.3080,-0.2000
34231,discharging,13.3721,9.0954,-0.2012,-1.8303,38.0691,17.3118,44.7035,-0.2000
34562,discharging,13.2783,9.0921,-0.2025,-1.8415,38.0691,17.9161,44.0784,-0.2000
34853,discharging,13.1970,9.0937,-0.1985,-1.8053,38.0691,18.4496,43.5403,-0.2000
35284,discharging,13.0719,9.0945,-0.2010,-1.8276,38.0691,19.2373,42.7189,-0.2000
35564,discharging,12.9908,9.0927,-0.1982,-1.8025,38.0691,19.7491,42.1901,-0.2000
35904,discharging,12.8897,9.0953,-0.1993,-1.8126,38.0691,20.3688,41.5363,-0.2000
36217,discharging,12.7981,9.0954,-0.1998,-1.8173,38.0691,20.9399,40.9476,-0.2000
36508,discharging,12.7090,9.0931,-0.2022,-1.8391,38.0691,21.4726,40.3796,-0.2000
36793,discharging,12.6228,9.0947,-0.2003,-1.8216,38.0691,21.9932,39.8336,-0.2000
