t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
961,charging,10.7336,8.5827,0.2043,1.7534,0.4482,0.0000,28.8023,0.2000
1251,charging,10.8513,8.5845,0.2065,1.7724,0.9580,0.0000,29.4375,0.2000
495,precharge,10.7227,8.5883,-0.2069,-1.7771,0.0000,0.0000,28.7443,-0.2000
828,precharge,10.5902,8.5892,-0.2056,-1.7664,0.0000,0.0000,28.0380,-0.2000
1537,settle1,10.5045,8.5875,-0.0204,-0.1755,0.0000,0.0000,27.5862,0.0000
2379,charging,10.7465,8.5826,0.2034,1.7453,0.9336,0.0000,28.8719,0.2000
3496,charging,11.1742,8.5845,0.2042,1.7528,2.8923,0.0000,31.2156,0.2000
4300,charging,11.4551,8.5836,0.2017,1.7312,4.2947,0.0000,32.8046,0.2000
5322,charging,11.7973,8.5831,0.2058,1.7663,6.0767,0.0000,34.7939,0.2000
6367,charging,12.1245,8.5823,0.1998,1.7150,7.8958,0.0000,36.7510,0.2000
7291,charging,12.4037,8.5829,0.2045,1.7550,9.5007,0.0000,38.4631,0.2000
8331,charging,12.6976,8.5851,0.2018,1.7329,11.3068,0.0000,40.3074,0.2000
9312,charging,12.9614,8.5839,0.2029,1.7414,13.0074,0.0000,41.9996,0.2000
10251,charging,13.2075,8.5853,0.2029,1.7419,14.6342,0.0000,43.6092,0.2000
13339,charging,13.9317,8.5837,0.2024,1.7374,19.9667,0.0000,48.5231,0.2000
15573,charging,14.4020,8.5848,0.1996,1.7136,23.8218,0.0000,51.8541,0.2000
16722,charging,14.6295,8.5837,0.2006,1.7221,25.8023,0.0000,53.5052,0.2000
17011,charging,14.6864,8.5849,0.2034,1.7458,26.2992,0.0000,53.9226,0.2000
17319,charging,14.7278,8.5849,0.1959,1.6815,26.8283,0.0000,54.2273,0.2000
17608,charging,14.7549,8.5857,0.1989,1.7073,27.3146,0.0000,54.4270,0.2000
18158,charging,14.8549,8.5872,0.1988,1.7068,28.2603,0.0000,55.1667,0.2000
18459,charging,14.9063,8.5873,0.2009,1.7251,28.7763,0.0000,55.5498,0.2000
18745,charging,14.9588,8.5868,0.2007,1.7237,29.2719,0.0000,55.9415,0.2000
19035,charging,15.0059,8.5855,0.2006,1.7219,29.7707,0.0000,56.2945,0.2000
19663,charging,15.1118,8.5859,0.1959,1.6823,30.8517,0.0000,57.0914,0.2000
19957,charging,15.1624,8.5855,0.2014,1.7292,31.3572,0.0000,57.4744,0.2000
20204,charging,15.2015,8.5863,0.2000,1.7174,31.7831,0.0000,57.7711,0.2000
20618,charging,15.2662,8.5857,0.2006,1.7224,32.4947,0.0000,58.2643,0.2000
20961,charging,15.3231,8.5865,0.2008,1.7245,33.0859,0.0000,58.6990,0.2000
21268,charging,15.3697,8.5874,0.1983,1.7030,33.6119,0.0000,59.0569,0.2000
21605,charging,15.4203,8.5863,0.2005,1.7215,34.1918,0.0000,59.4463,0.2000
21935,charging,15.4654,8.5866,0.1986,1.7050,34.7591,0.0000,59.7950,0.2000
22514,charging,15.5527,8.5868,0.2001,1.7179,35.7545,0.0000,60.4719,0.2000
22849,charging,15.5971,8.5846,0.2000,1.7169,36.3281,0.0000,60.8171,0.2000
23144,charging,15.6434,8.5858,0.2053,1.7623,36.8356,0.0000,61.1786,0.2000
23445,charging,15.6826,8.5861,0.2006,1.7223,37.3541,0.0000,61.4856,0.2000
23769,settle2,15.7026,8.5892,0.0731,0.6278,37.5949,0.0000,61.6429,0.0000
