t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
3565,charging,11.1105,10.0823,0.2001,2.0179,2.5790,0.0000,30.8607,0.2000
4062,charging,11.3174,10.0832,0.1966,1.9822,3.5819,0.0000,32.0210,0.2000
446,precharge,11.1583,10.0914,-0.2046,-2.0650,0.0000,0.0000,31.1267,-0.2000
979,precharge,10.9061,10.0904,-0.2082,-2.1008,0.0000,0.0000,29.7357,-0.2000
1788,precharge,10.5308,10.0899,-0.1946,-1.9640,0.0000,0.0000,27.7244,-0.2000
2549,charging,10.5192,10.0853,0.0758,0.7640,0.0196,0.0000,27.6634,0.2000
2827,charging,10.6483,10.0833,0.1996,2.0130,0.4774,0.0000,28.3465,0.2000
3303,charging,10.8619,10.0829,0.1957,1.9731,1.4321,0.0000,29.4950,0.2000
3631,charging,11.0085,10.0837,0.2012,2.0291,2.0942,0.0000,30.2966,0.2000
3898,charging,11.1140,10.0841,0.1987,2.0032,2.6321,0.0000,30.8803,0.2000
4283,charging,11.2797,10.0836,0.1999,2.0162,3.4029,0.0000,31.8078,0.2000
4668,charging,11.4344,10.0841,0.1985,2.0020,4.1805,0.0000,32.6866,0.2000
5596,charging,11.7871,10.0841,0.1991,2.0081,6.0482,0.0000,34.7338,0.2000
6135,charging,11.9794,10.0847,0.1961,1.9776,7.1298,0.0000,35.8764,0.2000
6416,charging,12.0809,10.0842,0.2018,2.0349,7.6955,0.0000,36.4871,0.2000
6864,charging,12.2358,10.0830,0.1993,2.0093,8.5980,0.0000,37.4288,0.2000
7378,charging,12.4085,10.0845,0.2004,2.0214,9.6322,0.0000,38.4927,0.2000
7922,charging,12.5837,10.0831,0.2014,2.0309,10.7267,0.0000,39.5875,0.2000
8847,charging,12.8739,10.0814,0.1995,2.0112,12.5875,0.0000,41.4345,0.2000
9873,charging,13.1769,10.0833,0.1988,2.0043,14.6533,0.0000,43.4078,0.2000
10957,charging,13.4789,10.0840,0.2000,2.0163,16.8335,0.0000,45.4200,0.2000
11732,charging,13.6860,10.0848,0.1976,1.9927,18.3906,0.0000,46.8267,0.2000
12571,charging,13.8994,10.0865,0.1992,2.0095,20.0796,0.0000,48.2980,0.2000
13847,charging,14.2120,10.0850,0.2035,2.0519,22.6442,0.0000,50.4956,0.2000
14357,charging,14.3301,10.0854,0.1991,2.0077,23.6676,0.0000,51.3380,0.2000
14902,charging,14.4547,10.0846,0.1983,1.9994,24.7656,0.0000,52.2347,0.2000
15421,charging,14.5701,10.0862,0.1962,1.9792,25.8084,0.0000,53.0717,0.2000
15658,charging,14.6186,10.0839,0.2008,2.0245,26.2833,0.0000,53.4259,0.2000
15974,charging,14.6888,10.0849,0.1982,1.9991,26.9163,0.0000,53.9401,0.2000
16309,charging,14.7306,10.0862,0.1911,1.9275,27.5818,0.0000,54.2476,0.2000
16706,charging,14.8031,10.0846,0.2019,2.0356,28.3709,0.0000,54.7832,0.2000
16968,charging,14.8533,10.0854,0.1989,2.0059,28.8999,0.0000,55.1549,0.2000
17449,charging,14.9500,10.0864,0.1991,2.0084,29.8644,0.0000,55.8756,0.2000
17733,charging,15.0054,10.0849,0.1984,2.0005,30.4346,0.0000,56.2904,0.2000
17993,charging,15.0555,10.0854,0.1982,1.9986,30.9561,0.0000,56.6670,0.2000
18382,charging,15.1286,10.0850,0.2006,2.0233,31.7392,0.0000,57.2185,0.2000
18716,charging,15.1934,10.0875,0.2003,2.0207,32.4110,0.0000,57.7099,0.2000
19080,charging,15.2597,10.0856,0.2004,2.0207,33.1397,0.0000,58.2145,0.2000
19358,charging,15.3093,10.0854,0.1991,2.0077,33.6987,0.0000,58.5940,0.2000
19699,charging,15.3703,10.0858,0.2028,2.0456,34.3848,0.0000,59.0617,0.2000
20269,charging,15.4660,10.0859,0.2008,2.0251,35.5281,0.0000,59.7991,0.2000
20760,charging,15.5477,10.0852,0.1988,2.0049,36.5147,0.0000,60.4326,0.2000
21543,charging,15.6734,10.0862,0.2001,2.0184,38.0895,0.0000,61.4137,0.2000
22318,discharging,15.6575,10.0923,-0.0895,-0.9036,38.4551,0.0344,61.2896,-0.2000
