t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
1104,precharge,10.5156,10.0969,-0.1819,-1.8367,0.0000,0.0000,27.6446,-0.2000
200,precharge,10.5688,10.0971,-0.1118,-1.1284,0.0000,0.0000,27.9247,-0.2000
1047,charging,10.5400,10.0927,0.1160,1.1704,0.0512,0.0000,27.7726,0.2000
1344,charging,10.6834,10.0908,0.1985,2.0027,0.5904,0.0000,28.5335,0.2000
2517,charging,11.1991,10.0920,0.2011,2.0292,2.9581,0.0000,31.3552,0.2000
2849,charging,11.3309,10.0915,0.1984,2.0023,3.6252,0.0000,32.0976,0.2000
3348,charging,11.5333,10.0929,0.2010,2.0292,4.6279,0.0000,33.2545,0.2000
3890,charging,11.7418,10.0937,0.2008,2.0273,5.7203,0.0000,34.4673,0.2000
4459,charging,11.9506,10.0918,0.1999,2.0175,6.8667,0.0000,35.7040,0.2000
4898,charging,12.1140,10.0938,0.2023,2.0418,7.7509,0.0000,36.6872,0.2000
5657,charging,12.3798,10.0914,0.1990,2.0082,9.2798,0.0000,38.3147,0.2000
10784,charging,13.9281,10.0953,0.2014,2.0327,19.6000,0.0000,48.4977,0.2000
11153,charging,14.0228,10.0936,0.2010,2.0289,20.3442,0.0000,49.1597,0.2000
11377,charging,14.0767,10.0936,0.1987,2.0056,20.7942,0.0000,49.5381,0.2000
14777,charging,14.8428,10.0923,0.1992,2.0100,27.6123,0.0000,55.0771,0.2000
15376,charging,14.9723,10.0943,0.1997,2.0163,28.8170,0.0000,56.0421,0.2000
21303,hold,15.6283,10.0978,-0.0008,-0.0082,36.5939,0.0000,61.0607,0.0000
21623,hold,15.6199,10.0958,0.0002,0.0024,36.5939,0.0000,60.9950,0.0000
21915,hold,15.6078,10.0958,-0.0026,-0.0265,36.5939,0.0000,60.9009,0.0000
22160,hold,15.6015,10.0966,0.0013,0.0135,36.5939,0.0000,60.8517,0.0000
22479,hold,15.5959,10.0948,-0.0011,-0.0113,36.5939,0.0000,60.8079,0.0000
26929,hold,15.5003,10.0963,0.0007,0.0066,36.5939,0.0000,60.0648,0.0000
31333,hold,15.4266,10.0975,0.0002,0.0020,36.5939,0.0000,59.4950,0.0000
35084,hold,15.3741,10.0965,-0.0003,-0.0030,36.5939,0.0000,59.0907,0.0000
36309,hold,15.3611,10.0968,0.0006,0.0058,36.5939,0.0000,58.9908,0.0000
36692,hold,15.3535,10.0968,0.0010,0.0106,36.5939,0.0000,58.9325,0.0000
37038,hold,15.3511,10.0957,0.0008,0.0085,36.5939,0.0000,58.9138,0.0000
39054,hold,15.3262,10.0957,-0.0002,-0.0019,36.5939,0.0000,58.7232,0.0000
39757,hold,15.3182,10.0973,-0.0017,-0.0175,36.5939,0.0000,58.6619,0.0000
40054,hold,15.3167,10.0956,-0.0001,-0.0011,36.5939,0.0000,58.6506,0.0000
40333,hold,15.3150,10.0969,-0.0005,-0.0053,36.5939,0.0000,58.6371,0.0000
41146,hold,15.3043,10.0957,0.0008,0.0081,36.5939,0.0000,58.5553,0.0000
41427,hold,15.2993,10.0950,-0.0004,-0.0039,36.5939,0.0000,58.5174,0.0000
42092,hold,15.2923,10.0963,-0.0022,-0.0218,36.5939,0.0000,58.4635,0.0000
42370,hold,15.2917,10.0968,0.0001,0.0010,36.5939,0.0000,58.4593,0.0000
42660,hold,15.2895,10.0960,-0.0006,-0.0064,36.5939,0.0000,58.4423,0.0000
42960,hold,15.2842,10.0962,-0.0004,-0.0040,36.5939,0.0000,58.4016,0.0000
43336,hold,15.2812,10.0967,0.0006,0.0056,36.5939,0.0000,58.3785,0.0000
44721,hold,15.2694,10.0961,0.0009,0.0087,36.5939,0.0000,58.2888,0.0000
45071,hold,15.2634,10.0986,-0.0001,-0.0014,36.5939,0.0000,58.2431,0.0000
45661,hold,15.2581,10.0971,-0.0006,-0.0065,36.5939,0.0000,58.2020,0.0000
46059,hold,15.2500,10.0961,-0.0023,-0.0230,36.5939,0.0000,58.1406,0.0000
46381,hold,15.2483,10.0951,0.0011,0.0115,36.5939,0.0000,58.1276,0.0000
46837,hold,15.2469,10.0970,0.0008,0.0076,36.5939,0.0000,58.1168,0.0000
47388,hold,15.2415,10.0972,0.0011,0.0111,36.5939,0.0000,58.0756,0.0000
47982,hold,15.2327,10.0961,0.0003,0.0030,36.5939,0.0000,58.0088,0.0000
48467,hold,15.2294,10.0967,0.0002,0.0023,36.5939,0.0000,57.9838,0.0000
50014,hold,15.2154,10.0968,-0.0000,-0.0003,36.5939,0.0000,57.8772,0.0000
50785,hold,15.2085,10.0964,0.0000,0.0000,36.5939,0.0000,57.8242,0.0000
