t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
2790,charging,10.8163,10.0910,0.2028,2.0461,1.1344,0.0000,29.2481,0.2000
496,precharge,10.7016,10.0965,-0.1998,-2.0171,0.0000,0.0000,28.6312,-0.2000
1001,precharge,10.5075,10.0947,-0.1814,-1.8313,0.0000,0.0000,27.6019,-0.2000
1406,settle1,10.4976,10.0928,-0.0210,-0.2122,0.0000,0.0000,27.5501,0.0000
1657,charging,10.5197,10.0925,0.0827,0.8343,0.0237,0.0000,27.6661,0.2000
1988,charging,10.6815,10.0927,0.2000,2.0190,0.5938,0.0000,28.5235,0.2000
2245,charging,10.7965,10.0930,0.1994,2.0125,1.1113,0.0000,29.1408,0.2000
2772,charging,11.0309,10.0896,0.1996,2.0142,2.1702,0.0000,30.4204,0.2000
3155,charging,11.1919,10.0910,0.1988,2.0065,2.9423,0.0000,31.3147,0.2000
3439,charging,11.3059,10.0924,0.1991,2.0097,3.5143,0.0000,31.9560,0.2000
3831,charging,11.4679,10.0929,0.1976,1.9943,4.3033,0.0000,32.8782,0.2000
4308,charging,11.6607,10.0928,0.2010,2.0286,5.2617,0.0000,33.9929,0.2000
4844,charging,11.8633,10.0941,0.2003,2.0222,6.3405,0.0000,35.1847,0.2000
5171,charging,11.9804,10.0915,0.1984,2.0025,7.0000,0.0000,35.8827,0.2000
5486,charging,12.1006,10.0919,0.2027,2.0454,7.6343,0.0000,36.6060,0.2000
6114,charging,12.3276,10.0935,0.2033,2.0521,8.9021,0.0000,37.9924,0.2000
6421,charging,12.4308,10.0932,0.1995,2.0140,9.5148,0.0000,38.6315,0.2000
6857,charging,12.5751,10.0926,0.1976,1.9942,10.3912,0.0000,39.5335,0.2000
7242,charging,12.7059,10.0944,0.1971,1.9901,11.1680,0.0000,40.3602,0.2000
7547,charging,12.8097,10.0941,0.2013,2.0318,11.7824,0.0000,41.0219,0.2000
7821,charging,12.8934,10.0921,0.1971,1.9894,12.3357,0.0000,41.5598,0.2000
8139,charging,12.9967,10.0941,0.1991,2.0093,12.9745,0.0000,42.2283,0.2000
8548,charging,13.1230,10.0928,0.1995,2.0133,13.7980,0.0000,43.0534,0.2000
8889,charging,13.2278,10.0936,0.2003,2.0216,14.4804,0.0000,43.7434,0.2000
9133,charging,13.3044,10.0934,0.2011,2.0302,14.9764,0.0000,44.2515,0.2000
9445,charging,13.3935,10.0925,0.1970,1.9887,15.6042,0.0000,44.8467,0.2000
9950,charging,13.5403,10.0931,0.1968,1.9863,16.6174,0.0000,45.8347,0.2000
10480,charging,13.6902,10.0947,0.1991,2.0101,17.6853,0.0000,46.8553,0.2000
11502,charging,13.9689,10.0930,0.1979,1.9977,19.7403,0.0000,48.7828,0.2000
