t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
1673,precharge,14.4727,10.0978,-0.1967,-1.9860,0.0000,0.0000,52.3649,-0.2000
16,precharge,14.3930,10.0995,-0.1983,-2.0029,0.0000,0.0000,51.7896,-0.2000
760,precharge,14.1832,10.0986,-0.1993,-2.0124,0.0000,0.0000,50.2910,-0.2000
1497,precharge,13.9790,10.0980,-0.1990,-2.0098,0.0000,0.0000,48.8529,-0.2000
2048,precharge,13.8235,10.0971,-0.2015,-2.0350,0.0000,0.0000,47.7721,-0.2000
2342,precharge,13.7423,10.1000,-0.1979,-1.9991,0.0000,0.0000,47.2124,-0.2000
2636,precharge,13.6567,10.0987,-0.1958,-1.9775,0.0000,0.0000,46.6265,-0.2000
2915,precharge,13.5703,10.0996,-0.1997,-2.0165,0.0000,0.0000,46.0381,-0.2000
3289,precharge,13.4596,10.0986,-0.1977,-1.9968,0.0000,0.0000,45.2904,-0.2000
3839,precharge,13.2931,10.0995,-0.2007,-2.0273,0.0000,0.0000,44.1769,-0.2000
4092,precharge,13.2204,10.0989,-0.1998,-2.0181,0.0000,0.0000,43.6949,-0.2000
4586,precharge,13.0619,10.0979,-0.1982,-2.0011,0.0000,0.0000,42.6533,-0.2000
5086,precharge,12.9048,10.0998,-0.2012,-2.0323,0.0000,0.0000,41.6333,-0.2000
5872,precharge,12.6519,10.0978,-0.1971,-1.9903,0.0000,0.0000,40.0176,-0.2000
6658,precharge,12.3848,10.0977,-0.1986,-2.0051,0.0000,0.0000,38.3460,-0.2000
6945,precharge,12.2850,10.0983,-0.2008,-2.0282,0.0000,0.0000,37.7305,-0.2000
7470,precharge,12.1055,10.0985,-0.1989,-2.0086,0.0000,0.0000,36.6359,-0.2000
7804,precharge,11.9865,10.0975,-0.1989,-2.0079,0.0000,0.0000,35.9193,-0.2000
8282,precharge,11.8176,10.0960,-0.1993,-2.0125,0.0000,0.0000,34.9140,-0.2000
8611,precharge,11.6959,10.0980,-0.1987,-2.0068,0.0000,0.0000,34.1984,-0.2000
8901,precharge,11.5902,10.0989,-0.1980,-1.9992,0.0000,0.0000,33.5834,-0.2000
9162,precharge,11.4947,10.0984,-0.2009,-2.0292,0.0000,0.0000,33.0320,-0.2000
9707,precharge,11.2812,10.0960,-0.2009,-2.0280,0.0000,0.0000,31.8165,-0.2000
10338,precharge,11.0289,10.0964,-0.2063,-2.0826,0.0000,0.0000,30.4092,-0.2000
10620,precharge,10.9117,10.0977,-0.2076,-2.0961,0.0000,0.0000,29.7665,-0.2000
10963,precharge,10.7623,10.0976,-0.2169,-2.1905,0.0000,0.0000,28.9570,-0.2000
11217,precharge,10.6661,10.0971,-0.1992,-2.0118,0.0000,0.0000,28.4414,-0.2000
11613,precharge,10.5233,10.0973,-0.1867,-1.8856,0.0000,0.0000,27.6848,-0.2000
12004,settle1,10.5175,10.0939,-0.0275,-0.2771,0.0000,0.0000,27.6545,0.0000
12265,charging,10.5194,10.0945,-0.0118,-0.1192,-0.0053,0.0000,27.6646,0.2000
12554,charging,10.6725,10.0919,0.1962,1.9805,0.3180,0.0000,28.4755,0.2000
13177,charging,10.9667,10.0908,0.1990,2.0084,1.5654,0.0000,30.0672,0.2000
13663,charging,11.1859,10.0917,0.1993,2.0113,2.5461,0.0000,31.2813,0.2000
14233,charging,11.4271,10.0901,0.1981,1.9988,3.6918,0.0000,32.6447,0.2000
14772,charging,11.6446,10.0927,0.1995,2.0134,4.7742,0.0000,33.8991,0.2000
15798,charging,12.0417,10.0930,0.1982,2.0000,6.8391,0.0000,36.2506,0.2000
16299,charging,12.2275,10.0918,0.1985,2.0033,7.8491,0.0000,37.3779,0.2000
