t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
477,precharge,10.6473,10.0970,-0.1984,-2.0037,0.0000,0.0000,28.3414,-0.2000
239,settle1,10.5272,10.0961,-0.0376,-0.3794,0.0000,0.0000,27.7053,0.0000
543,charging,10.5299,10.0941,-0.0084,-0.0853,-0.0052,0.0000,27.7197,0.2000
1500,charging,10.9800,10.0928,0.1995,2.0135,1.6574,0.0000,30.1403,0.2000
2546,charging,11.4216,10.0940,0.1970,1.9885,3.7627,0.0000,32.6131,0.2000
2877,charging,11.5489,10.0926,0.1973,1.9913,4.4292,0.0000,33.3446,0.2000
3298,charging,11.7201,10.0935,0.2001,2.0196,5.2757,0.0000,34.3403,0.2000
4215,charging,12.0637,10.0934,0.1970,1.9889,7.1263,0.0000,36.3833,0.2000
5287,charging,12.4489,10.0941,0.2026,2.0448,9.2812,0.0000,38.7436,0.2000
6349,charging,12.8058,10.0921,0.1999,2.0174,11.4212,0.0000,40.9969,0.2000
7406,charging,13.1402,10.0947,0.1993,2.0118,13.5492,0.0000,43.1659,0.2000
8443,charging,13.4545,10.0928,0.2009,2.0274,15.6375,0.0000,45.2558,0.2000
9218,charging,13.6760,10.0932,0.1992,2.0107,17.1930,0.0000,46.7584,0.2000
10278,charging,13.9701,10.0937,0.1999,2.0179,19.3282,0.0000,48.7908,0.2000
11170,charging,14.2067,10.0929,0.2014,2.0324,21.1209,0.0000,50.4575,0.2000
12226,charging,14.4697,10.0928,0.1982,2.0002,23.2446,0.0000,52.3431,0.2000
13535,charging,14.7413,10.0934,0.1956,1.9745,25.8619,0.0000,54.3267,0.2000
14568,charging,14.9681,10.0950,0.1996,2.0149,27.9364,0.0000,56.0107,0.2000
15572,charging,15.1777,10.0944,0.1993,2.0118,29.9548,0.0000,57.5907,0.2000
16638,charging,15.3892,10.0938,0.1990,2.0091,32.0953,0.0000,59.2071,0.2000
18436,settle2,15.7058,10.0945,0.1784,1.8004,35.5900,0.0000,61.6680,0.0000
19673,hold,15.6594,10.0986,-0.0009,-0.0096,35.5900,0.0000,61.3043,0.0000
20437,hold,15.6409,10.0987,0.0003,0.0032,35.5900,0.0000,61.1594,0.0000
21485,hold,15.6133,10.0974,-0.0003,-0.0026,35.5900,0.0000,60.9435,0.0000
23033,hold,15.5775,10.0977,-0.0005,-0.0055,35.5900,0.0000,60.6646,0.0000
24323,hold,15.5535,10.0979,0.0009,0.0095,35.5900,0.0000,60.4779,0.0000
25224,hold,15.5350,10.0977,0.0010,0.0104,35.5900,0.0000,60.3340,0.0000
26265,hold,15.5168,10.0959,0.0001,0.0007,35.5900,0.0000,60.1926,0.0000
27254,hold,15.4988,10.0965,0.0002,0.0018,35.5900,0.0000,60.0534,0.0000
28195,hold,15.4831,10.0952,0.0007,0.0068,35.5900,0.0000,59.9319,0.0000
29183,hold,15.4680,10.0969,-0.0001,-0.0005,35.5900,0.0000,59.8149,0.0000
30221,hold,15.4536,10.0974,0.0002,0.0022,35.5900,0.0000,59.7033,0.0000
31280,hold,15.4410,10.0985,0.0006,0.0058,35.5900,0.0000,59.6060,0.0000
32495,hold,15.4241,10.0966,0.0013,0.0136,35.5900,0.0000,59.4756,0.0000
33501,hold,15.4104,10.0986,-0.0007,-0.0070,35.5900,0.0000,59.3701,0.0000
34047,hold,15.4047,10.0973,0.0011,0.0107,35.5900,0.0000,59.3264,0.0000
34291,hold,15.4021,10.0993,0.0010,0.0106,35.5900,0.0000,59.3064,0.0000
34596,hold,15.3965,10.0987,-0.0015,-0.0148,35.5900,0.0000,59.2632,0.0000
35036,hold,15.3901,10.0962,-0.0003,-0.0033,35.5900,0.0000,59.2136,0.0000
35451,hold,15.3872,10.0969,0.0006,0.0057,35.5900,0.0000,59.1917,0.0000
35750,hold,15.3815,10.0980,0.0005,0.0052,35.5900,0.0000,59.1479,0.0000
36035,hold,15.3787,10.0973,0.0009,0.0089,35.5900,0.0000,59.1261,0.0000
36396,hold,15.3760,10.0973,0.0000,0.0002,35.5900,0.0000,59.1056,0.0000
36705,hold,15.3719,10.0986,0.0011,0.0112,35.5900,0.0000,59.0739,0.0000
36985,hold,15.3688,10.0990,-0.0000,-0.0001,35.5900,0.0000,59.0496,0.0000
37289,hold,15.3644,10.0975,-0.0018,-0.0181,35.5900,0.0000,59.0161,0.0000
37692,hold,15.3611,10.0967,-0.0011,-0.0111,35.5900,0.0000,58.9905,0.0000
37975,hold,15.3605,10.0963,-0.0000,-0.0003,35.5900,0.0000,58.9866,0.0000
38325,hold,15.3549,10.0973,0.0014,0.0146,35.5900,0.0000,58.9431,0.0000
38636,hold,15.3532,10.0987,0.0006,0.0059,35.5900,0.0000,58.9301,0.0000
38907,hold,15.3477,10.0974,-0.0015,-0.0153,35.5900,0.0000,58.8876,0.0000
39376,hold,15.3421,10.0986,-0.0008,-0.0080,35.5900,0.0000,58.8451,0.0000
39672,hold,15.3391,10.0953,0.0001,0.0006,35.5900,0.0000,58.8220,0.0000
39898,hold,15.3378,10.0969,0.0008,0.0085,35.5900,0.0000,58.8122,0.0000
40251,hold,15.3342,10.0981,-0.0022,-0.0223,35.5900,0.0000,58.7846,0.0000
40560,hold,15.3294,10.0965,-0.0003,-0.0027,35.5900,0.0000,58.7478,0.0000
41424,hold,15.3240,10.0989,0.0002,0.0023,35.5900,0.0000,58.7065,0.0000
41835,hold,15.3199,10.0971,0.0004,0.0039,35.5900,0.0000,58.6750,0.0000
42614,hold,15.3102,10.0969,-0.0016,-0.0162,35.5900,0.0000,58.6008,0.0000
42936,hold,15.3107,10.0968,0.0006,0.0065,35.5900,0.0000,58.6040,0.0000
43235,hold,15.3065,10.0969,0.0007,0.0068,35.5900,0.0000,58.5722,0.0000
43544,hold,15.3028,10.0991,-0.0007,-0.0067,35.5900,0.0000,58.5439,0.0000
43852,hold,15.3003,10.0957,0.0001,0.0006,35.5900,0.0000,58.5250,0.0000
44181,hold,15.2966,10.0974,0.0008,0.0083,35.5900,0.0000,58.4963,0.0000
44649,hold,15.2933,10.0964,-0.0005,-0.0047,35.5900,0.0000,58.4716,0.0000
45146,hold,15.2893,10.0982,-0.0018,-0.0181,35.5900,0.0000,58.4407,0.0000
45442,hold,15.2852,10.0965,0.0006,0.0062,35.5900,0.0000,58.4097,0.0000
45752,hold,15.2817,10.0960,0.0009,0.0092,35.5900,0.0000,58.3822,0.0000
46700,hold,15.2745,10.0979,-0.0002,-0.0015,35.5900,0.0000,58.3279,0.0000
47198,hold,15.2694,10.0966,0.0007,0.0070,35.5900,0.0000,58.2884,0.0000
47505,hold,15.2675,10.0965,0.0008,0.0083,35.5900,0.0000,58.2741,0.0000
48223,hold,15.2603,10.0974,-0.0011,-0.0106,35.5900,0.0000,58.2189,0.0000
48676,hold,15.2578,10.0975,0.0003,0.0028,35.5900,0.0000,58.1998,0.0000
49014,hold,15.2554,10.0958,0.0013,0.0133,35.5900,0.0000,58.1814,0.0000
