t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
3272,charging,13.4739,10.0883,0.5973,6.0262,15.3059,0.0000,45.3862,0.6000
3577,charging,13.7248,10.0885,0.5988,6.0415,17.1350,0.0000,47.0927,0.6000
493,precharge,13.0889,10.1038,-0.5956,-6.0179,0.0000,0.0000,42.8296,-0.6000
1244,precharge,12.2572,10.1051,-0.5966,-6.0287,0.0000,0.0000,37.5599,-0.6000
2033,precharge,11.2727,10.1054,-0.6140,-6.2051,0.0000,0.0000,31.7683,-0.6000
2459,precharge,10.6914,10.1023,-0.5930,-5.9908,0.0000,0.0000,28.5765,-0.6000
2722,settle1,10.5173,10.0971,-0.2861,-2.8888,0.0000,0.0000,27.6532,0.0000
3061,settle1,10.5703,10.0933,-0.0114,-0.1148,0.0000,0.0000,27.9329,0.0000
3357,charging,10.9532,10.0890,0.5777,5.8285,0.6866,0.0000,29.9932,0.6000
3618,charging,11.2726,10.0873,0.5975,6.0274,2.2417,0.0000,31.7676,0.6000
3918,charging,11.6528,10.0875,0.6018,6.0703,4.0669,0.0000,33.9471,0.6000
4313,charging,12.0992,10.0879,0.6028,6.0813,6.4567,0.0000,36.5976,0.6000
4850,charging,12.6588,10.0883,0.5970,6.0222,9.6973,0.0000,40.0612,0.6000
5084,charging,12.8881,10.0875,0.6014,6.0663,11.1183,0.0000,41.5260,0.6000
5858,charging,13.5861,10.0893,0.6000,6.0540,15.7883,0.0000,46.1452,0.6000
6372,charging,14.0007,10.0883,0.5997,6.0502,18.8913,0.0000,49.0049,0.6000
6610,charging,14.1872,10.0878,0.6020,6.0727,20.3329,0.0000,50.3193,0.6000
6921,charging,14.4168,10.0881,0.5974,6.0267,22.2033,0.0000,51.9612,0.6000
7268,charging,14.6594,10.0861,0.5995,6.0465,24.3018,0.0000,53.7244,0.6000
7533,charging,14.7980,10.0893,0.5939,5.9921,25.8845,0.0000,54.7453,0.6000
7883,charging,15.0222,10.0873,0.5959,6.0107,27.9865,0.0000,56.4168,0.6000
8178,charging,15.2029,10.0881,0.5991,6.0434,29.7709,0.0000,57.7822,0.6000
8665,charging,15.4813,10.0897,0.5951,6.0045,32.6994,0.0000,59.9176,0.6000
9163,settle2,15.6618,10.0948,0.2594,2.6189,35.1514,0.0000,61.3233,0.0000
9457,settle2,15.6128,10.0981,0.0044,0.0442,35.1514,0.0000,60.9399,0.0000
9928,discharging,15.2741,10.1061,-0.5934,-5.9972,35.1514,1.5265,58.3247,-0.6000
10336,discharging,14.9636,10.1052,-0.5955,-6.0175,35.1514,3.9881,55.9771,-0.6000
10956,discharging,14.5137,10.1057,-0.5981,-6.0442,35.1514,7.7000,52.6616,-0.6000
11306,discharging,14.2187,10.1066,-0.5949,-6.0126,35.1514,9.8073,50.5429,-0.6000
11751,discharging,13.8254,10.1044,-0.5980,-6.0424,35.1514,12.4828,47.7857,-0.6000
12262,discharging,13.3422,10.1042,-0.6004,-6.0670,35.1514,15.5601,44.5035,-0.6000
12576,discharging,13.0492,10.1046,-0.5946,-6.0078,35.1514,17.4474,42.5706,-0.6000
13049,discharging,12.5377,10.1058,-0.6008,-6.0715,35.1514,20.3053,39.2983,-0.6000
13486,discharging,12.0747,10.1045,-0.5996,-6.0584,35.1514,22.9350,36.4493,-0.6000
13794,discharging,11.6845,10.1040,-0.6055,-6.1176,35.1514,24.8231,34.1319,-0.6000
14087,discharging,11.3242,10.1037,-0.6080,-6.1431,35.1514,26.6164,32.0592,-0.6000
14578,discharging,10.6928,10.1044,-0.5950,-6.0124,35.1514,29.6735,28.5840,-0.6000
14930,settle3,10.5607,10.0965,-0.0771,-0.7784,35.1514,30.6372,27.8820,0.0000
15581,done,10.6204,10.0946,-0.0011,-0.0113,35.1514,30.6372,28.1985,0.0000
