t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
742,precharge,10.7075,10.0979,-0.2033,-2.0530,0.0000,0.0000,28.6626,-0.2000
1021,precharge,10.5841,10.0969,-0.1968,-1.9875,0.0000,0.0000,28.0061,-0.2000
286,settle1,10.5709,10.0958,-0.0267,-0.2692,0.0000,0.0000,27.9359,0.0000
571,charging,10.5865,10.0942,0.0181,0.1826,-0.0005,0.0000,28.0184,0.2000
988,charging,10.8001,10.0936,0.1981,1.9993,0.6431,0.0000,29.1605,0.2000
1281,charging,10.9308,10.0929,0.1976,1.9942,1.2306,0.0000,29.8705,0.2000
1543,charging,11.0506,10.0938,0.2019,2.0380,1.7605,0.0000,30.5287,0.2000
2000,charging,11.2449,10.0924,0.1990,2.0083,2.6823,0.0000,31.6122,0.2000
2311,charging,11.3705,10.0914,0.1972,1.9903,3.3054,0.0000,32.3218,0.2000
2619,charging,11.5014,10.0924,0.2000,2.0181,3.9292,0.0000,33.0707,0.2000
3432,charging,11.8153,10.0900,0.1988,2.0055,5.5655,0.0000,34.9002,0.2000
3732,charging,11.9258,10.0926,0.2008,2.0263,6.1680,0.0000,35.5562,0.2000
4062,charging,12.0479,10.0930,0.2024,2.0429,6.8289,0.0000,36.2882,0.2000
4351,charging,12.1565,10.0939,0.2013,2.0318,7.4126,0.0000,36.9453,0.2000
4658,charging,12.2650,10.0915,0.1973,1.9906,8.0330,0.0000,37.6075,0.2000
5260,charging,12.4727,10.0925,0.1978,1.9960,9.2427,0.0000,38.8924,0.2000
5600,charging,12.5864,10.0943,0.1996,2.0145,9.9256,0.0000,39.6042,0.2000
5900,charging,12.6874,10.0934,0.2025,2.0436,10.5290,0.0000,40.2422,0.2000
6169,charging,12.7745,10.0937,0.1999,2.0178,11.0701,0.0000,40.7970,0.2000
6459,charging,12.8690,10.0917,0.1981,1.9996,11.6568,0.0000,41.4025,0.2000
