t_ms,phase,v_cap,v_bus,iL,p_bus_W,E_in_J,E_out_J,E_cap_inst_J,i_cmd_eff
738,settle1,10.5235,10.0933,-0.0146,-0.1469,0.0000,0.0000,27.6859,0.0000
1480,charging,11.2166,10.0867,0.4007,4.0421,2.3886,0.0000,31.4530,0.4000
1778,charging,11.4559,10.0880,0.4011,4.0462,3.5851,0.0000,32.8092,0.4000
459,precharge,10.9458,10.1004,-0.4198,-4.2397,0.0000,0.0000,29.9526,-0.4000
1257,settle1,10.5322,10.0945,-0.0321,-0.3239,0.0000,0.0000,27.7319,0.0000
2039,charging,11.1046,10.0880,0.4008,4.0430,1.7980,0.0000,30.8283,0.4000
2783,charging,11.6970,10.0882,0.4005,4.0405,4.7949,0.0000,34.2050,0.4000
3302,charging,12.0703,10.0896,0.3972,4.0074,6.8867,0.0000,36.4233,0.4000
3790,charging,12.4131,10.0878,0.3968,4.0031,8.8496,0.0000,38.5212,0.4000
4084,charging,12.6063,10.0897,0.3980,4.0160,10.0391,0.0000,39.7296,0.4000
4389,charging,12.7927,10.0901,0.3971,4.0071,11.2594,0.0000,40.9134,0.4000
4835,charging,13.0734,10.0874,0.3987,4.0219,13.0611,0.0000,42.7285,0.4000
6359,charging,13.9187,10.0897,0.3981,4.0169,19.1980,0.0000,48.4328,0.4000
6727,charging,14.0960,10.0912,0.3962,3.9981,20.6728,0.0000,49.6746,0.4000
7331,charging,14.3985,10.0902,0.3974,4.0094,23.1076,0.0000,51.8295,0.4000
8695,charging,14.9559,10.0891,0.3980,4.0152,28.5729,0.0000,55.9197,0.4000
9012,charging,15.0746,10.0900,0.3976,4.0120,29.8509,0.0000,56.8112,0.4000
9276,charging,15.1804,10.0917,0.3990,4.0265,30.9066,0.0000,57.6112,0.4000
9573,charging,15.2997,10.0893,0.4000,4.0357,32.1042,0.0000,58.5205,0.4000
9855,charging,15.4014,10.0907,0.4005,4.0413,33.2343,0.0000,59.3005,0.4000
10092,charging,15.4830,10.0919,0.3976,4.0128,34.1822,0.0000,59.9311,0.4000
10401,charging,15.5914,10.0901,0.3978,4.0136,35.4277,0.0000,60.7727,0.4000
10733,settle2,15.7009,10.0881,0.4003,4.0382,36.7266,0.0000,61.6299,0.0000
11240,discharging,15.6278,10.0973,-0.0016,-0.0160,36.7266,-0.0001,61.0571,-0.4000
11781,discharging,15.3149,10.1017,-0.3971,-4.0114,36.7266,1.6833,58.6366,-0.4000
12529,discharging,14.9462,10.1028,-0.3961,-4.0019,36.7266,4.6818,55.8471,-0.4000
13027,discharging,14.7238,10.1028,-0.3870,-3.9099,36.7266,6.6718,54.1974,-0.4000
13509,discharging,14.4809,10.1030,-0.3932,-3.9728,36.7266,8.5979,52.4243,-0.4000
13801,discharging,14.3181,10.1031,-0.3969,-4.0103,36.7266,9.7701,51.2521,-0.4000
14108,discharging,14.1539,10.1014,-0.3957,-3.9975,36.7266,10.9956,50.0830,-0.4000
14575,discharging,13.8769,10.1017,-0.3957,-3.9973,36.7266,12.8819,48.1424,-0.4000
15083,discharging,13.5734,10.1009,-0.4022,-4.0623,36.7266,14.9217,46.0590,-0.4000
15567,discharging,13.2807,10.1048,-0.3933,-3.9744,36.7266,16.8640,44.0943,-0.4000
16428,discharging,12.7054,10.1004,-0.4013,-4.0530,36.7266,20.3354,40.3570,-0.4000
18137,discharging,11.4461,10.1007,-0.4006,-4.0461,36.7266,27.2383,32.7535,-0.4000
19326,settle3,10.4960,10.1005,-0.3638,-3.6746,36.7266,31.9800,27.5417,0.0000
19854,done,10.5656,10.0951,-0.0062,-0.0629,36.7266,31.9800,27.9080,0.0000
